cpu_usage,memory_usage,disk_io,network_latency,root_cause
61.42822814515021,52.010990467149675,24.376663412046895,60.487071264165635,Network Issues
57.519330326867745,60.50654396007612,48.08972237399831,66.55407113088296,Network Issues
57.910319470430466,61.05525932957984,74.12615421612915,45.16438516153463,Network Issues
40.906125452052606,61.8703030556038,57.84604287898024,43.878330828451794,Network Issues
64.02794310936099,56.38730222029184,49.80739620265605,54.912076654119964,CPU Overload
35.98148937207719,38.569950872695166,47.37109170791732,46.419706202530136,Memory Leak
55.868570938002705,66.33431532301096,50.22465892812046,48.60602799336766,CPU Overload
71.90455625809979,38.53654606981312,55.4711911517521,57.396531517246714,Network Issues
40.09463674869312,53.02635465239033,38.19187184691155,30.906439124927072,Memory Leak
44.33702270397228,42.45724149980642,61.143216946688725,63.183023248526695,CPU Overload
50.99651365087641,49.35861653407007,57.15381315441244,50.72680524329341,CPU Overload
44.96524345883801,53.2876241030348,57.18185725707934,45.8850685543782,Network Issues
34.493365689338674,53.21357215450273,54.38475738809727,49.10765845778551,CPU Overload
50.68562974806027,54.21920754235285,50.1961665769399,49.62429355020519,CPU Overload
39.37696286273895,66.13711269058646,56.7286123596682,32.68798696555075,CPU Overload
54.73592430635182,54.5353430151398,55.91814133741378,64.94938227453235,CPU Overload
40.80575765766197,47.558433647093516,46.45959289058976,50.41325632270618,CPU Overload
65.4993440501754,59.64087168288357,44.26398227103099,54.430021304473755,Network Issues
42.16746707663763,61.894704889246405,51.01856295261987,59.51549770574043,Network Issues
46.77938483794324,37.72392184863008,65.49020151495188,39.788375424396996,CPU Overload
58.135172173696695,55.97400069849858,37.60892924346099,54.734718990352285,Network Issues
37.69135683566045,57.01172742310898,35.324747342475604,47.32358909101207,Network Issues
52.27459934604129,47.02436496640008,51.647608412365166,58.46770775216494,Memory Leak
63.07142754282428,63.75706813311619,50.50887701856018,28.727725796485046,CPU Overload
33.92516765438772,48.499444129674735,51.73341664370408,49.00905699758731,Network Issues
51.84633858532304,51.255764534715425,52.439531979085004,43.97179344216038,Network Issues
52.598827942484235,48.2692817571613,47.76797745365195,54.322629506341556,CPU Overload
57.8182287177731,50.155790475814676,64.89863438602082,54.700441873682024,Memory Leak
37.63049289121918,39.037249131047986,33.99096021523484,42.92374105177974,CPU Overload
36.795433869157236,35.59949117405706,41.71502975219754,42.87826135823956,Memory Leak
55.21941565616898,65.94505063224972,48.96745239850953,48.89334631442671,CPU Overload
52.96984673233186,41.53038651681672,33.568111888458326,41.033577726847916,CPU Overload
52.504928503458764,40.08607650543693,48.241455955679285,58.41983695452127,CPU Overload
53.46448209496975,28.466098863962852,66.61470165728018,46.30792799552554,CPU Overload
43.19975278421509,43.610382523104974,50.20886488295962,20.930117806783585,Memory Leak
52.322536971610035,36.76910206592502,52.30700905718683,46.25177943378194,Memory Leak
52.93072473298681,66.4201516013637,37.3983523482742,39.61456179156028,Network Issues
42.85648581973632,60.09817089342634,43.83638591960523,33.687241845390545,CPU Overload
68.65774511144757,43.118496548222765,46.24803619676063,37.62573361777427,Memory Leak
54.73832920911788,72.52435805344308,46.82284903243766,51.094084718329704,Memory Leak
38.08696502797351,59.81765486991594,62.81643795003769,63.28640828248231,Memory Leak
56.5655360863383,46.75168616491378,55.57691060725124,53.131844738649804,CPU Overload
40.253183297726785,25.00594285126427,38.88542043062968,43.934966117842606,Network Issues
57.87084603742452,72.90942572590743,52.46504778432005,54.55904195170703,Memory Leak
61.58595579007404,36.10427533236404,54.98221748496785,45.40909689781008,CPU Overload
41.7931768164829,33.546012530431085,61.40149038521267,43.05399630836855,Memory Leak
59.63376129244322,60.225704320096405,65.80540686568374,38.456373317670156,Memory Leak
54.12780926936498,74.39752406339272,39.84905808172131,32.48171193248281,Network Issues
58.2206015999449,63.84272818510518,41.89142488789662,46.100762934405545,Memory Leak
68.96792982653947,55.639091200523595,37.42422141085384,51.58053489920132,Memory Leak
47.54611883997129,55.94754341665286,47.659801408930186,49.0337632998511,CPU Overload
42.4626383564251,58.53415558780308,54.663583744463345,45.84033072052641,CPU Overload
41.10485570374477,57.589285897867654,59.87334516589102,40.542539393032186,Network Issues
41.841897150345616,52.811914239693756,49.24048976357477,56.08246191684969,CPU Overload
49.228982905858956,51.04201103951876,46.80152476745156,36.82868080053415,CPU Overload
53.41151974816644,49.374068721004775,51.51757992248741,57.760279138434754,Network Issues
52.766907993300194,42.46035411133324,41.64857098369977,39.97782981073275,Memory Leak
58.27183249036024,47.19324923133226,70.89538721694774,42.47564762646965,Network Issues
50.13001891877907,33.07043185804615,33.923389728819416,35.33214809384323,CPU Overload
64.53534077157317,49.0166037320525,51.847405788957246,44.98597853114363,Network Issues
47.35343166762044,40.11408892849083,70.2360621922964,59.75312458477979,Memory Leak
77.20169166589619,38.964106827842286,50.067998445599976,55.15628088443957,Network Issues
56.25667347765006,51.798941511534785,48.099609649985055,59.78422112028035,CPU Overload
41.42842443583717,63.92002286344599,46.42554577189573,55.22142545933936,CPU Overload
39.29107501938888,59.183166060023126,48.19608318237592,38.96330171469631,Network Issues
54.824724152431855,34.29499396376823,63.728484746765304,46.692107756724425,Memory Leak
47.76537214674149,40.10371863429663,27.88138088670493,42.19800870882537,Network Issues
57.14000494092092,59.40771187988216,65.33433701296326,63.3057490403904,Memory Leak
54.73237624573545,40.175126064616904,35.76042847549855,38.03211353573688,Memory Leak
49.271710873431275,47.753668500029754,47.333476707655855,58.93697689389111,Network Issues
41.532062819315954,55.50052099024552,45.707555797013384,58.929538701087694,Memory Leak
34.851527753141355,40.31655545136365,55.8855326977072,68.29620201716088,CPU Overload
45.53485047932979,51.0537550614596,34.01875648116253,45.903134073705026,Network Issues
58.56398794323472,36.65974505081795,54.62172666081943,57.123221595801624,Memory Leak
52.14093744130204,43.98632356048786,70.24309623286852,72.81651836538842,CPU Overload
37.542612212880115,53.19781934142537,36.368259954071895,43.82358323066303,Network Issues
51.73180925851182,34.070062664683306,51.89706167610396,34.6495975246764,CPU Overload
53.85317379728837,54.40474737960399,43.38017822203391,31.199899660922362,CPU Overload
41.16142563798867,49.803622010733186,54.25887206193036,57.12712028861331,CPU Overload
51.53725105945528,55.524899544171475,50.19147777415752,31.16849791941416,Memory Leak
50.58208718446,52.23914134064661,43.5851309095569,46.27680947062077,Network Issues
38.57029702169377,63.64140429973844,54.87872284871074,54.37313187038961,Network Issues
53.577873603482836,51.25224502647907,68.04348109786743,51.85175536829914,Memory Leak
55.60784526368234,45.70594458874747,48.09096208272701,54.25444864184172,Network Issues
60.830512431752766,51.222975030322836,57.19757942148182,52.22289855800854,CPU Overload
60.53802052034903,55.43298029036388,37.06727042128836,62.788658133133936,Network Issues
36.22330632042909,50.48860070325704,40.43563623181991,40.476836192612026,Memory Leak
40.62174960084877,50.405916912038826,54.72406277880377,43.23004861541469,CPU Overload
55.1503526720866,42.980083121932445,64.84116028535965,42.27340554729176,Memory Leak
55.13785950912209,43.37099082449052,53.5561334878566,58.301918118626105,CPU Overload
55.150476863060476,35.97394728200307,46.86941969476845,59.003985883950634,CPU Overload
88.52731490654722,67.4957674318694,49.99291405423354,54.51225319318508,Network Issues
55.70890510693167,37.56136764608715,37.495922660302824,61.834936668899275,CPU Overload
61.35565640180599,43.07094802204092,56.045153263553665,38.21959132623619,Memory Leak
59.54001763493203,42.81592734430802,58.82333062323409,66.67224111551137,Network Issues
56.51391251305798,58.949243769444415,45.4790966716692,65.23238621712258,Memory Leak
46.84730755359654,47.05050321707972,45.299578522404985,57.35621997245747,CPU Overload
57.589692204932675,62.477420726737336,52.658782296520485,67.8179890877106,Memory Leak
42.27174785462428,43.26509375756132,45.63280263959405,33.43376792322226,Memory Leak
47.63181393259991,52.78994162223802,49.338673853741774,44.755518637373484,CPU Overload
45.14636452170897,41.64652946740243,70.99721789166516,42.64696539318048,Network Issues
50.81874139386323,71.45149127773388,47.52974299254004,57.21479323757343,Memory Leak
73.14658566673509,38.12401580970487,46.41659847978778,39.498592603978544,CPU Overload
31.32734807408252,53.09820710227027,43.52458194364841,57.574951493374854,Network Issues
56.86260190374514,56.337768809320984,57.441919714999365,63.705361439967135,Network Issues
33.87284128810349,54.137990974514985,48.18775826781897,56.95202900083999,Network Issues
45.280681342105666,48.147123411222914,43.506269616785744,52.83751023661501,Memory Leak
60.889505969673664,48.70179300266574,63.21304032273012,40.121266590992505,Memory Leak
50.64280019095463,50.438114719791095,64.19603004513637,41.53149033874635,Memory Leak
39.22255222070694,48.529979983715116,43.99576434261295,62.49618905296667,Network Issues
42.84696290740032,59.638791167949094,31.33460048639384,57.793490039053324,Memory Leak
56.79597748934676,72.10523001591352,60.07513689836922,49.60980480622456,CPU Overload
42.69633368282864,44.425082149921664,43.15370174239996,45.8209045423411,Memory Leak
52.16458589581975,36.301970204209226,57.90625599162769,29.74192126888623,Memory Leak
50.45571839903814,49.117179516487454,30.298961822881644,39.291475813155614,Network Issues
43.483996523941826,75.79709337654319,58.92597338299309,69.11419087139723,Memory Leak
71.43944089325325,41.963254320302696,37.88828070719219,37.195444289975335,CPU Overload
56.33919022318011,66.39116805444067,57.307641190665244,51.89479821221081,Network Issues
29.74857413342393,66.77700814076441,50.142730678364344,60.07443973195198,CPU Overload
51.86454314769428,44.46411758292005,40.460605806033556,37.450773319977074,Network Issues
43.38213535231612,55.689830791852756,45.929636870732196,51.84710474781083,Network Issues
58.52433334796224,66.28396623128538,56.86318456956701,59.37915537510655,Memory Leak
42.07479261567299,46.20872259012513,51.05894453115234,50.1249932190725,CPU Overload
48.85263558533101,47.964196398976384,55.844129804724844,78.68403055666768,Network Issues
55.049872789804574,44.18319086051356,69.76440584515485,33.31400741121804,Memory Leak
58.657551941701215,39.852432693071336,34.357583882889486,60.58728529883879,Network Issues
37.997035929442234,43.50722454933993,66.17212574968624,48.27198262603535,Network Issues
46.654987641590516,37.760597332377436,51.04355937523213,57.719201548366755,Network Issues
45.25054688839044,50.34083468259226,41.01215951676872,54.41307151699246,Network Issues
43.46670767426288,42.30026768941358,36.696863742610105,42.668438028900034,Network Issues
67.65454240281096,52.33785911790748,48.10879609222967,52.2899639245934,Network Issues
54.049817109609556,34.44104353796373,59.2165011192446,31.420985486017127,Memory Leak
37.391160456649544,53.30880232214457,48.724508796224654,56.032475005713934,Network Issues
59.17861947054776,58.33528961608925,65.11154930247348,52.98158465990526,CPU Overload
71.22156197012633,30.062643574285445,35.48824309948441,56.38660168643102,Memory Leak
60.32465260551147,53.74056569847572,49.87911052153945,60.581183250871504,CPU Overload
34.80630034045987,62.27668992473292,37.47606555586881,53.67619840209711,Network Issues
45.15765927133749,37.90358981308795,53.63631882624968,51.480894197982764,CPU Overload
62.669111491866225,66.72572386837703,58.868873900973,41.18931663338708,Network Issues
42.92330534381219,54.190190093660455,45.792382063189464,42.87779236350949,Network Issues
54.43819428146229,42.949881442415915,23.95786143372866,61.86734620177331,Memory Leak
57.74634053429337,49.44230922342294,51.98948146796494,64.36335405705978,Memory Leak
40.730695284219166,55.58326912521722,54.367385517335094,47.61889563687946,Network Issues
49.404746439382,50.760053914124114,54.042947549616976,50.460027472532744,Memory Leak
17.58732659930927,55.387559924463694,62.35782191822154,40.95385625006234,CPU Overload
39.756123586657104,40.79326406920634,39.28946320350951,61.72756845267445,Memory Leak
47.4743184860684,51.69360824036078,56.802161054504495,56.65416823691778,Memory Leak
37.52216818035151,35.8628550309502,61.92507512477975,69.4121743646375,CPU Overload
66.32411303931636,48.887739386513,32.21412415993483,41.21676922820261,Memory Leak
35.69858622039367,40.960923585352106,53.19651825918977,46.21992100981783,Network Issues
45.599555133030165,42.64470057410233,44.958201689923285,52.314459225255725,CPU Overload
51.30740577286091,62.36093175210438,49.18477326898354,56.464895377257704,Network Issues
64.41273289066116,60.91310120594269,53.476764835383364,47.84332362452368,CPU Overload
35.6413784882056,56.09138120907177,45.12771435886448,41.270389095462995,Network Issues
61.63163752154959,39.07687235327421,43.24291920838388,58.81407528923571,Network Issues
50.10233061019587,46.83591550305198,50.34152417488025,57.211353625455814,Memory Leak
40.18491348952049,62.130976999791834,39.12754061137197,40.83725899436275,Network Issues
54.62103474263271,51.417169136399046,39.141748711148146,63.55442801105496,Memory Leak
51.9905969557347,73.19329539981695,56.79373282956503,61.70198709196604,CPU Overload
43.99783122841205,53.93317839394372,38.51205964841344,51.34296497247793,Network Issues
50.69802084990019,51.92049116490031,56.66312500909212,50.79597862376036,Network Issues
46.1468640313824,46.908835357974986,54.62591292853951,55.540577711159074,CPU Overload
51.13517345251248,51.33540904782282,32.741932712094034,41.38296929743742,CPU Overload
56.62130674521047,48.47530163619456,43.22435347664345,50.30031479164082,Network Issues
65.86016816145352,57.0810867668859,61.94109403047372,28.4761645539082,CPU Overload
37.62184501173151,59.56702316794584,40.18834468860318,58.76455645502936,Memory Leak
71.33033374656267,42.140105394920504,45.355957376906126,34.385067775581405,CPU Overload
30.479122004774982,36.68767046442222,54.62060893251896,65.03419828428999,CPU Overload
48.482149049644164,31.637946268967035,57.83390509282596,46.698799060335496,Network Issues
55.883172064845766,55.079913269125434,47.48461113955504,47.88333018068823,Memory Leak
52.809918677350325,38.966333938261265,44.02489805308358,43.72266093915494,CPU Overload
43.77300480179406,28.47109407047517,64.22369861698508,47.11961126077924,Memory Leak
47.918777496427246,53.885786045309644,67.3889966379758,64.18531345148037,Memory Leak
45.06999065341167,74.9299951743279,59.788580507817954,25.121913434649205,Memory Leak
44.106352430557884,49.939290884601064,50.85318142565024,62.769653860881874,Network Issues
58.496020970210246,58.38490774451642,41.91734278359074,53.38023481101708,CPU Overload
53.57015485965047,50.81829358547565,41.695555934434346,37.929783521427844,Network Issues
43.070904047393455,49.01110346808857,55.22514105265758,39.24687606950762,CPU Overload
58.995998754332504,59.190764829877686,54.18398220888684,66.76393027208204,CPU Overload
53.072995208766095,47.097254558113484,64.01598592946429,40.54493120057269,Network Issues
58.1286211883896,52.673923140719026,56.50450092536139,38.46649489404041,Memory Leak
56.29628841923612,53.216978061960134,34.96919698240182,61.373145423647294,Memory Leak
41.710049890779274,43.31909546356951,60.51947617722919,53.385528762859146,CPU Overload
44.39818959803031,59.92042349536523,40.01939372685587,40.620744234636014,Network Issues
57.472936051232615,48.25040243304591,46.16028728047648,52.16624975404619,Memory Leak
56.10370265433465,42.442548405071555,52.502002062516944,39.742473163597225,Memory Leak
49.79098406035852,55.365098435704034,69.95667489783965,61.00821398422605,CPU Overload
51.17327383308782,41.015320182089624,81.09918556005361,60.61370964873134,CPU Overload
62.77664895788425,50.281811573691286,56.06723059136183,55.32006198821943,Network Issues
44.0842861116417,49.90881003355796,48.168033812796125,53.61661061247017,CPU Overload
55.470973811700375,60.85895565831578,55.345056484805504,67.61188124867374,Memory Leak
47.97807347566106,54.746982328799525,58.87655425873836,49.996863273882255,Memory Leak
47.8231879677278,49.74973041254856,46.793323744428086,38.181258745791986,Memory Leak
60.9877685198719,58.17766299200287,67.95211355912322,54.49473912832307,Memory Leak
58.2541634898803,63.90207549017313,52.30070759191402,70.86047049537115,Network Issues
58.135096360006386,55.578103063518626,54.97743089091394,39.85240506814148,Network Issues
63.05478807154329,50.103526198433805,56.659242520544616,46.38537233306014,CPU Overload
50.21003841632759,36.8816376764984,54.21586610614456,54.16446038101453,CPU Overload
56.81952971294964,39.348863369246274,58.38940500469612,49.46095150994261,CPU Overload
46.89733243406544,46.94775295645332,43.82746813453077,40.176964196226855,Network Issues
53.24166352488442,43.90487797840717,44.41698246053969,61.21857856230471,Memory Leak
48.698569456323156,48.13028697014554,38.99845767028305,73.2004072201726,CPU Overload
50.96995964992718,50.56649924897107,54.39501230620226,51.96131459023907,Memory Leak
55.95157025436914,55.29692754356731,57.78936503512114,40.95931710264,CPU Overload
41.81779316766527,49.29501221940909,54.57772866151886,34.51039474946525,CPU Overload
70.9238727568546,54.86501643826202,66.74492433347538,52.57975981221181,CPU Overload
39.93982618500298,50.6447441481012,49.94403981170954,61.038773433162575,CPU Overload
37.85811387212268,30.245334336461287,56.687416555925125,54.751677464953815,CPU Overload
61.581108735000676,40.606646061812455,39.08299123860686,49.97596159081146,Memory Leak
57.91662693962936,48.55912444278385,46.12900297525599,44.107283482106936,CPU Overload
56.24119817052155,37.90305257158892,56.95537757565778,39.0783636728191,Memory Leak
56.2834550926428,55.99928729996205,58.491021107431436,58.34751326324882,Network Issues
49.87753227153085,65.30750832343698,47.060330523358175,59.13771621385585,CPU Overload
41.02745628514168,62.18761851697317,49.28400748141933,34.54270213309267,Memory Leak
50.75804558193726,47.86557129069792,34.821262533191906,65.89838978180684,Network Issues
43.22838288487888,64.90726136849952,46.42970799193391,55.74071220894001,Network Issues
59.75119733417751,51.486674572021116,58.90383163519786,63.99594645145793,Network Issues
48.52942618497861,46.629140288819606,55.75205016106566,36.57872251514885,Memory Leak
41.745028032074885,43.8659733645906,55.0066572138121,36.34175844584561,CPU Overload
46.78614158347007,46.975303135118715,50.4977368718096,48.51030690232703,CPU Overload
54.12931454275624,46.118231814587716,50.07063158628176,55.02784426895194,Memory Leak
44.36275447196025,51.70416222375488,43.39678860526553,67.96360822926964,CPU Overload
41.77779604433569,51.60573981049865,56.98828420202535,57.060789138151314,Memory Leak
52.436872114919126,50.03046020153415,54.2097294438939,47.573187231879665,CPU Overload
52.44966571108723,54.369381697463496,54.920188479927994,39.73630792334108,Network Issues
44.9305682462887,61.906462747863415,44.739651573324196,62.300005727191504,CPU Overload
45.289616943816775,59.495541354413234,28.466570801287556,40.35294574249285,Memory Leak
52.32049937357636,35.151020315500965,60.97152711753696,66.28468554772321,Memory Leak
35.51915658502676,24.46078865098045,45.211625439915956,47.15615350393491,Network Issues
35.92536225623445,59.34319911239274,41.372242359568794,65.9058207261785,Memory Leak
42.81555778747564,36.33121301584579,56.934789119139936,56.78931290059278,CPU Overload
47.86552848288153,47.75234598107316,46.0798736008087,48.63004510557542,CPU Overload
53.10907565598005,38.298869739406406,60.59936384046622,44.806036281738734,Network Issues
64.75356216949552,31.9801956241998,56.17005949576698,46.5909212265392,Memory Leak
58.576596232020194,55.41462728204788,56.83569323200477,54.283166923752376,Network Issues
48.40061470036573,57.59155160302647,36.340442887994655,50.771564962177166,CPU Overload
49.80983792097311,44.2348959927328,62.11943985386401,44.06188591931295,Network Issues
39.97470635362191,24.089577078550903,52.61250531233856,48.34368589682368,Memory Leak
49.8148686400761,44.53755551747517,46.307228607537965,50.7857702971915,Network Issues
47.11341361079862,53.91804005402547,51.43388467342251,28.71265905585188,Memory Leak
53.227185603380896,35.21088431225871,32.2376476710168,54.58168114788699,Memory Leak
41.727690564476774,51.83359919779156,54.08652811480671,40.20278775283193,CPU Overload
